DS_0,DS_1,DS_2,DS_3,DS_4,DS_5,DS_6,DS_7,DS_8,DS_9,DS_10,DS_11,DS_12,DS_13,DS_14,DS_15,DS_16,DS_17,DS_18,DS_19
,,,,MMETSP0907-doi:10.5281/zenodo.1212585-TRINITY_DN17839_c3_g1_i2,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN48259_c1_g1_i1,MMETSP0937-doi:10.5281/zenodo.1212585-TRINITY_DN2028_c0_g1_i1,NC_075411,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13395_c0_g1_i4,MMETSP0689-doi:10.5281/zenodo.1212585-TRINITY_DN12556_c0_g1_i1,MMETSP0929-doi:10.5281/zenodo.1212585-TRINITY_DN2251_c3_g1_i1,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN14651_c11_g1_i1,MMETSP0780-doi:10.5281/zenodo.1212585-TRINITY_DN8663_c0_g2_i3,MMETSP0056-doi:10.5281/zenodo.1212585-TRINITY_DN49379_c3_g1_i4,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN13222_c7_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8838_c1_g1_i2,MMETSP0494-doi:10.5281/zenodo.1212585-TRINITY_DN12802_c8_g1_i1,MMETSP0699-doi:10.5281/zenodo.1212585-TRINITY_DN9323_c5_g1_i2,MMETSP1359-doi:10.5281/zenodo.1212585-TRINITY_DN16748_c2_g2_i27,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN33201_c5_g1_i13
,,,,MMETSP0736-doi:10.5281/zenodo.1212585-TRINITY_DN11720_c1_g1_i1,MMETSP1310-doi:10.5281/zenodo.1212585-TRINITY_DN13240_c5_g1_i1,MMETSP1047-doi:10.5281/zenodo.1212585-TRINITY_DN26816_c3_g1_i1,DQ473494,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN10965_c2_g1_i1,MMETSP0269-doi:10.5281/zenodo.1212585-TRINITY_DN46971_c0_g1_i1,MMETSP1164-doi:10.5281/zenodo.1212585-TRINITY_DN8948_c4_g2_i1,MMETSP0734-doi:10.5281/zenodo.1212585-TRINITY_DN16965_c8_g1_i1,MMETSP1085-doi:10.5281/zenodo.1212585-TRINITY_DN1661_c0_g1_i1,MMETSP0785-doi:10.5281/zenodo.1212585-TRINITY_DN631_c0_g2_i1,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN12510_c0_g2_i1,MMETSP1386-doi:10.5281/zenodo.1212585-TRINITY_DN3007_c8_g1_i5,MMETSP1312-doi:10.5281/zenodo.1212585-TRINITY_DN3309_c12_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN10910_c0_g1_i2,MMETSP1422-doi:10.5281/zenodo.1212585-TRINITY_DN10483_c2_g2_i1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13635_c10_g1_i2
,,,,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN9225_c0_g2_i1,MMETSP0947-doi:10.5281/zenodo.1212585-TRINITY_DN16382_c1_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8912_c0_g1_i34,NC_078070,MMETSP0785-doi:10.5281/zenodo.1212585-TRINITY_DN229_c0_g2_i1,MMETSP0887-doi:10.5281/zenodo.1212585-TRINITY_DN8683_c0_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN12366_c3_g3_i1,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN19041_c0_g1_i1,MMETSP1080-doi:10.5281/zenodo.1212585-TRINITY_DN4681_c0_g1_i1,MMETSP0804-doi:10.5281/zenodo.1212585-TRINITY_DN13475_c0_g1_i1,MMETSP1345-doi:10.5281/zenodo.1212585-TRINITY_DN5993_c0_g1_i1,MMETSP0780-doi:10.5281/zenodo.1212585-TRINITY_DN12476_c6_g1_i1,MMETSP0419-doi:10.5281/zenodo.1212585-TRINITY_DN4757_c0_g1_i1,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN14338_c1_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9028_c1_g6_i4,MMETSP0325-doi:10.5281/zenodo.1212585-TRINITY_DN24995_c0_g1_i1
,,,,MMETSP0959-doi:10.5281/zenodo.1212585-TRINITY_DN15514_c0_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13419_c1_g1_i2,MMETSP0950-doi:10.5281/zenodo.1212585-TRINITY_DN13041_c0_g2_i1,NC_078932,MMETSP1428-doi:10.5281/zenodo.1212585-TRINITY_DN12174_c0_g1_i3,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN12720_c0_g2_i4,MMETSP1363-doi:10.5281/zenodo.1212585-TRINITY_DN15043_c1_g1_i2,MMETSP1160-doi:10.5281/zenodo.1212585-TRINITY_DN5413_c2_g1_i1,MMETSP1445-doi:10.5281/zenodo.1212585-TRINITY_DN9514_c0_g1_i1,MMETSP0090-doi:10.5281/zenodo.1212585-TRINITY_DN4098_c0_g1_i1,MMETSP1420-doi:10.5281/zenodo.1212585-TRINITY_DN10477_c4_g1_i1,MMETSP0149-doi:10.5281/zenodo.1212585-TRINITY_DN8767_c0_g1_i1,MMETSP1321-doi:10.5281/zenodo.1212585-TRINITY_DN10145_c2_g1_i2,MMETSP1388-doi:10.5281/zenodo.1212585-TRINITY_DN16621_c9_g2_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN40556_c9_g4_i4,MMETSP0119-doi:10.5281/zenodo.1212585-TRINITY_DN49632_c3_g1_i1
,,,,MMETSP0735-doi:10.5281/zenodo.1212585-TRINITY_DN21400_c0_g1_i1,MMETSP0724-doi:10.5281/zenodo.1212585-TRINITY_DN8107_c0_g2_i1,MMETSP0528-doi:10.5281/zenodo.1212585-TRINITY_DN9374_c0_g1_i1,NC_078999,MMETSP0733-doi:10.5281/zenodo.1212585-TRINITY_DN19089_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8962_c0_g3_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14741_c0_g1_i8,MMETSP1010-doi:10.5281/zenodo.1212585-TRINITY_DN15577_c2_g1_i2,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN10598_c0_g2_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13405_c1_g1_i5,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN12384_c0_g1_i1,MMETSP0898-doi:10.5281/zenodo.1212585-TRINITY_DN4799_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8941_c0_g1_i2,MMETSP1115-doi:10.5281/zenodo.1212585-TRINITY_DN23138_c1_g1_i1,MMETSP1423-doi:10.5281/zenodo.1212585-TRINITY_DN6229_c0_g1_i1,MMETSP1055-doi:10.5281/zenodo.1212585-TRINITY_DN15583_c0_g1_i2
,,,,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN9299_c0_g1_i3,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN8657_c0_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN8795_c0_g1_i2,NC_077220,MMETSP1106-doi:10.5281/zenodo.1212585-TRINITY_DN9560_c0_g1_i1,MMETSP1406-doi:10.5281/zenodo.1212585-TRINITY_DN11304_c7_g2_i1,MMETSP0810-doi:10.5281/zenodo.1212585-TRINITY_DN51848_c5_g1_i1,MMETSP0147-doi:10.5281/zenodo.1212585-TRINITY_DN40268_c4_g1_i1,MMETSP1058-doi:10.5281/zenodo.1212585-TRINITY_DN8718_c0_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN12327_c0_g3_i7,MMETSP1048-doi:10.5281/zenodo.1212585-TRINITY_DN13830_c0_g1_i1,MMETSP0142-doi:10.5281/zenodo.1212585-TRINITY_DN7088_c0_g2_i1,MMETSP1460-doi:10.5281/zenodo.1212585-TRINITY_DN2624_c5_g1_i3,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN11497_c0_g1_i2,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN7903_c0_g1_i3,MMETSP0991-doi:10.5281/zenodo.1212585-TRINITY_DN19155_c0_g1_i1
,,,,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14029_c0_g2_i4,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN7903_c0_g1_i20,MMETSP0114-doi:10.5281/zenodo.1212585-TRINITY_DN16832_c0_g1_i1,NC_078281,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN14314_c1_g1_i14,MMETSP1132-doi:10.5281/zenodo.1212585-TRINITY_DN12935_c5_g1_i1,MMETSP1070-doi:10.5281/zenodo.1212585-TRINITY_DN1878_c0_g1_i1,MMETSP0886-doi:10.5281/zenodo.1212585-TRINITY_DN10312_c2_g1_i28,MMETSP0095-doi:10.5281/zenodo.1212585-TRINITY_DN42003_c1_g1_i1,MMETSP1139-doi:10.5281/zenodo.1212585-TRINITY_DN11332_c4_g2_i1,MMETSP0034-doi:10.5281/zenodo.1212585-TRINITY_DN17239_c0_g2_i4,MMETSP1474-doi:10.5281/zenodo.1212585-TRINITY_DN19395_c15_g1_i1,MMETSP1393-doi:10.5281/zenodo.1212585-TRINITY_DN7611_c2_g1_i2,MMETSP1089-doi:10.5281/zenodo.1212585-TRINITY_DN20311_c1_g2_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN11363_c0_g1_i1,MMETSP1164-doi:10.5281/zenodo.1212585-TRINITY_DN8926_c5_g2_i1
,,,,MMETSP0976-doi:10.5281/zenodo.1212585-TRINITY_DN9716_c0_g2_i1,MMETSP0941-doi:10.5281/zenodo.1212585-TRINITY_DN5251_c0_g2_i1,MMETSP0785-doi:10.5281/zenodo.1212585-TRINITY_DN3263_c0_g1_i1,NC_055167,MMETSP0995-doi:10.5281/zenodo.1212585-TRINITY_DN23157_c0_g1_i1,MMETSP0811-doi:10.5281/zenodo.1212585-TRINITY_DN45239_c0_g3_i1,MMETSP1466-doi:10.5281/zenodo.1212585-TRINITY_DN12557_c2_g1_i1,MMETSP0955-doi:10.5281/zenodo.1212585-TRINITY_DN6660_c0_g2_i1,MMETSP0527-doi:10.5281/zenodo.1212585-TRINITY_DN70545_c10_g1_i1,MMETSP0883-doi:10.5281/zenodo.1212585-TRINITY_DN12333_c16_g1_i4,MMETSP0156-doi:10.5281/zenodo.1212585-TRINITY_DN8003_c0_g1_i1,MMETSP0047-doi:10.5281/zenodo.1212585-TRINITY_DN25123_c4_g1_i1,MMETSP0942-doi:10.5281/zenodo.1212585-TRINITY_DN11974_c1_g1_i5,MMETSP0150-doi:10.5281/zenodo.1212585-TRINITY_DN9203_c12_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9033_c1_g1_i10,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN2182_c0_g2_i1
,,,,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10058_c0_g1_i5,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN16838_c0_g1_i1,MMETSP0878-doi:10.5281/zenodo.1212585-TRINITY_DN4067_c0_g1_i1,NC_055185,MMETSP0403-doi:10.5281/zenodo.1212585-TRINITY_DN11112_c0_g2_i1,MMETSP1426-doi:10.5281/zenodo.1212585-TRINITY_DN318_c0_g1_i1,MMETSP0528-doi:10.5281/zenodo.1212585-TRINITY_DN91336_c0_g1_i1,MMETSP1327-doi:10.5281/zenodo.1212585-TRINITY_DN4444_c4_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN12706_c0_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13441_c4_g1_i2,MMETSP0109-doi:10.5281/zenodo.1212585-TRINITY_DN10877_c0_g1_i1,MMETSP1327-doi:10.5281/zenodo.1212585-TRINITY_DN4465_c10_g2_i1,MMETSP0472-doi:10.5281/zenodo.1212585-TRINITY_DN86958_c7_g2_i1,MMETSP0271-doi:10.5281/zenodo.1212585-TRINITY_DN77598_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8692_c0_g1_i2,MMETSP1038-doi:10.5281/zenodo.1212585-TRINITY_DN43112_c1_g1_i1
,,,,MMETSP1366-doi:10.5281/zenodo.1212585-TRINITY_DN12780_c5_g2_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10446_c0_g1_i2,MMETSP1154-doi:10.5281/zenodo.1212585-TRINITY_DN12786_c1_g1_i1,NC_076935,MMETSP0359-doi:10.5281/zenodo.1212585-TRINITY_DN39188_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8562_c0_g1_i11,MMETSP1172-doi:10.5281/zenodo.1212585-TRINITY_DN3368_c1_g1_i1,MMETSP0725-doi:10.5281/zenodo.1212585-TRINITY_DN4738_c0_g1_i1,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN14095_c0_g1_i3,MMETSP0213-doi:10.5281/zenodo.1212585-TRINITY_DN23564_c3_g2_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN9536_c0_g1_i10,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN5705_c0_g1_i1,MMETSP1101-doi:10.5281/zenodo.1212585-TRINITY_DN42596_c7_g2_i3,MMETSP0004-doi:10.5281/zenodo.1212585-TRINITY_DN4652_c0_g2_i1,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN3778_c0_g2_i1,MMETSP0804-doi:10.5281/zenodo.1212585-TRINITY_DN12322_c0_g1_i1
,,,,MMETSP0893-doi:10.5281/zenodo.1212585-TRINITY_DN6742_c0_g1_i3,MMETSP1405-doi:10.5281/zenodo.1212585-TRINITY_DN8587_c5_g1_i1,MMETSP1395-doi:10.5281/zenodo.1212585-TRINITY_DN2589_c0_g1_i1,NC_006430,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9076_c1_g1_i9,MMETSP1419-doi:10.5281/zenodo.1212585-TRINITY_DN9153_c0_g2_i1,MMETSP0087-doi:10.5281/zenodo.1212585-TRINITY_DN15495_c0_g2_i18,MMETSP0139-doi:10.5281/zenodo.1212585-TRINITY_DN3515_c0_g1_i1,MMETSP1071-doi:10.5281/zenodo.1212585-TRINITY_DN9109_c0_g2_i1,MMETSP1345-doi:10.5281/zenodo.1212585-TRINITY_DN8440_c0_g1_i1,MMETSP1390-doi:10.5281/zenodo.1212585-TRINITY_DN3968_c16_g1_i1,MMETSP0116-doi:10.5281/zenodo.1212585-TRINITY_DN7259_c0_g1_i1,MMETSP1394-doi:10.5281/zenodo.1212585-TRINITY_DN11855_c1_g2_i1,MMETSP1132-doi:10.5281/zenodo.1212585-TRINITY_DN11370_c0_g1_i1,MMETSP0973-doi:10.5281/zenodo.1212585-TRINITY_DN11566_c6_g1_i2,MMETSP0960-doi:10.5281/zenodo.1212585-TRINITY_DN1961_c0_g1_i1
,,,,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN12712_c2_g3_i1,MMETSP1049-doi:10.5281/zenodo.1212585-TRINITY_DN22021_c0_g1_i1,NC_003973,NC_078583,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN17894_c0_g1_i7,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN9765_c0_g1_i1,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN19351_c0_g1_i1,MMETSP0938-doi:10.5281/zenodo.1212585-TRINITY_DN3672_c0_g1_i1,MMETSP0737-doi:10.5281/zenodo.1212585-TRINITY_DN7146_c0_g1_i1,MMETSP0851-doi:10.5281/zenodo.1212585-TRINITY_DN58559_c5_g1_i1,MMETSP0010-doi:10.5281/zenodo.1212585-TRINITY_DN12259_c0_g1_i2,MMETSP1163-doi:10.5281/zenodo.1212585-TRINITY_DN8670_c6_g2_i1,MMETSP1418-doi:10.5281/zenodo.1212585-TRINITY_DN7848_c0_g3_i1,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN1998_c0_g1_i2,MMETSP0258-doi:10.5281/zenodo.1212585-TRINITY_DN529_c0_g1_i1,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN13069_c7_g1_i1
,,,,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN31685_c0_g1_i2,MMETSP0527-doi:10.5281/zenodo.1212585-TRINITY_DN57237_c0_g1_i1,NC_076205,NC_079011,MMETSP1330-doi:10.5281/zenodo.1212585-TRINITY_DN6666_c1_g1_i1,MMETSP1058-doi:10.5281/zenodo.1212585-TRINITY_DN8455_c5_g1_i1,MMETSP1420-doi:10.5281/zenodo.1212585-TRINITY_DN4137_c0_g1_i1,MMETSP0937-doi:10.5281/zenodo.1212585-TRINITY_DN2482_c5_g1_i3,MMETSP0528-doi:10.5281/zenodo.1212585-TRINITY_DN77470_c0_g1_i1,MMETSP1070-doi:10.5281/zenodo.1212585-TRINITY_DN7335_c0_g2_i1,MMETSP0888-doi:10.5281/zenodo.1212585-TRINITY_DN8257_c0_g1_i1,MMETSP1408-doi:10.5281/zenodo.1212585-TRINITY_DN11077_c0_g2_i1,MMETSP1132-doi:10.5281/zenodo.1212585-TRINITY_DN10040_c0_g1_i1,MMETSP0015-doi:10.5281/zenodo.1212585-TRINITY_DN22224_c0_g1_i1,MMETSP1317-doi:10.5281/zenodo.1212585-TRINITY_DN15143_c5_g1_i1,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN13403_c1_g1_i19
,,,,MMETSP0493-doi:10.5281/zenodo.1212585-TRINITY_DN14087_c1_g1_i1,MMETSP0689-doi:10.5281/zenodo.1212585-TRINITY_DN21561_c0_g1_i1,NC_076018,NC_076883,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN12407_c0_g1_i3,MMETSP0697-doi:10.5281/zenodo.1212585-TRINITY_DN10446_c1_g2_i1,MMETSP0151-doi:10.5281/zenodo.1212585-TRINITY_DN16109_c0_g1_i1,MMETSP1390-doi:10.5281/zenodo.1212585-TRINITY_DN2086_c0_g1_i1,MMETSP0970-doi:10.5281/zenodo.1212585-TRINITY_DN10811_c0_g1_i1,MMETSP0734-doi:10.5281/zenodo.1212585-TRINITY_DN17121_c5_g3_i1,MMETSP1394-doi:10.5281/zenodo.1212585-TRINITY_DN11061_c0_g1_i1,MMETSP0009-doi:10.5281/zenodo.1212585-TRINITY_DN18480_c0_g1_i1,MMETSP1416-doi:10.5281/zenodo.1212585-TRINITY_DN183_c0_g2_i1,MMETSP1463-doi:10.5281/zenodo.1212585-TRINITY_DN11530_c2_g1_i2,MMETSP0327-doi:10.5281/zenodo.1212585-TRINITY_DN8956_c3_g1_i1,MMETSP0882-doi:10.5281/zenodo.1212585-TRINITY_DN12287_c2_g1_i14
,,,,MMETSP1060-doi:10.5281/zenodo.1212585-TRINITY_DN7248_c1_g1_i1,MMETSP0789-doi:10.5281/zenodo.1212585-TRINITY_DN11346_c3_g1_i1,NC_006563,NC_076221,MMETSP0804-doi:10.5281/zenodo.1212585-TRINITY_DN13750_c2_g1_i5,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN13122_c0_g2_i2,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN5483_c0_g1_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN41172_c0_g1_i5,MMETSP1414-doi:10.5281/zenodo.1212585-TRINITY_DN11417_c4_g1_i1,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN14322_c0_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13319_c2_g1_i5,MMETSP1399-doi:10.5281/zenodo.1212585-TRINITY_DN1962_c0_g1_i1,MMETSP1392-doi:10.5281/zenodo.1212585-TRINITY_DN10769_c0_g2_i1,MMETSP1084-doi:10.5281/zenodo.1212585-TRINITY_DN4118_c9_g1_i1,MMETSP0734-doi:10.5281/zenodo.1212585-TRINITY_DN7049_c0_g1_i1,MMETSP0758-doi:10.5281/zenodo.1212585-TRINITY_DN3723_c1_g1_i1
,,,,MMETSP0258-doi:10.5281/zenodo.1212585-TRINITY_DN26322_c0_g1_i1,MMETSP1393-doi:10.5281/zenodo.1212585-TRINITY_DN951_c0_g1_i1,NC_077801,NC_076246,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN165_c0_g2_i1,MMETSP1386-doi:10.5281/zenodo.1212585-TRINITY_DN3015_c8_g1_i1,MMETSP1322-doi:10.5281/zenodo.1212585-TRINITY_DN12622_c8_g1_i1,MMETSP1015-doi:10.5281/zenodo.1212585-TRINITY_DN3510_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8756_c0_g1_i1,MMETSP0887-doi:10.5281/zenodo.1212585-TRINITY_DN9707_c0_g1_i3,MMETSP0020-doi:10.5281/zenodo.1212585-TRINITY_DN11253_c3_g5_i1,MMETSP0884-doi:10.5281/zenodo.1212585-TRINITY_DN12285_c6_g1_i2,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN7269_c0_g1_i1,MMETSP1136-doi:10.5281/zenodo.1212585-TRINITY_DN23546_c7_g1_i2,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9144_c0_g1_i22,MMETSP1394-doi:10.5281/zenodo.1212585-TRINITY_DN11915_c2_g1_i1
,,,,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN12294_c0_g2_i5,MMETSP0101-doi:10.5281/zenodo.1212585-TRINITY_DN17397_c9_g7_i4,NC_033775,NC_034249,MMETSP0034-doi:10.5281/zenodo.1212585-TRINITY_DN16969_c0_g1_i2,MMETSP1411-doi:10.5281/zenodo.1212585-TRINITY_DN10477_c0_g1_i1,MMETSP1400-doi:10.5281/zenodo.1212585-TRINITY_DN1837_c0_g1_i1,MMETSP1054-doi:10.5281/zenodo.1212585-TRINITY_DN16092_c0_g1_i13,MMETSP0930-doi:10.5281/zenodo.1212585-TRINITY_DN5550_c0_g1_i1,MMETSP1327-doi:10.5281/zenodo.1212585-TRINITY_DN3869_c0_g1_i1,MMETSP0890-doi:10.5281/zenodo.1212585-TRINITY_DN2934_c1_g1_i1,MMETSP0216-doi:10.5281/zenodo.1212585-TRINITY_DN22389_c1_g3_i1,MMETSP0752-doi:10.5281/zenodo.1212585-TRINITY_DN5644_c0_g2_i1,MMETSP1473-doi:10.5281/zenodo.1212585-TRINITY_DN6865_c0_g1_i1,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN13876_c0_g2_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN12476_c0_g1_i2
,,,,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13401_c0_g1_i2,MMETSP0739-doi:10.5281/zenodo.1212585-TRINITY_DN7645_c0_g1_i1,MT892648,NC_076689,MMETSP0472-doi:10.5281/zenodo.1212585-TRINITY_DN87042_c10_g1_i1,MMETSP1338-doi:10.5281/zenodo.1212585-TRINITY_DN35896_c0_g1_i1,MMETSP1103-doi:10.5281/zenodo.1212585-TRINITY_DN8630_c1_g1_i2,CP062077.1,MMETSP1110-doi:10.5281/zenodo.1212585-TRINITY_DN79994_c0_g1_i1,MMETSP0140-doi:10.5281/zenodo.1212585-TRINITY_DN8061_c9_g1_i1,MMETSP0469-doi:10.5281/zenodo.1212585-TRINITY_DN23794_c0_g1_i1,MMETSP0734-doi:10.5281/zenodo.1212585-TRINITY_DN17900_c5_g1_i1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13335_c8_g1_i4,MMETSP0880-doi:10.5281/zenodo.1212585-TRINITY_DN7558_c0_g1_i1,MMETSP1412-doi:10.5281/zenodo.1212585-TRINITY_DN11191_c2_g1_i1,MMETSP0574-doi:10.5281/zenodo.1212585-TRINITY_DN78184_c0_g1_i1
,,,,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN40711_c0_g1_i2,MMETSP0794-doi:10.5281/zenodo.1212585-TRINITY_DN29547_c4_g1_i1,NC_078975,NC_038511,MMETSP0727-doi:10.5281/zenodo.1212585-TRINITY_DN10509_c1_g1_i1,MMETSP0210-doi:10.5281/zenodo.1212585-TRINITY_DN19874_c0_g1_i1,MMETSP0359-doi:10.5281/zenodo.1212585-TRINITY_DN3679_c0_g1_i1,MMETSP0976-doi:10.5281/zenodo.1212585-TRINITY_DN10817_c1_g1_i1,MMETSP0359-doi:10.5281/zenodo.1212585-TRINITY_DN35145_c0_g2_i1,MMETSP1426-doi:10.5281/zenodo.1212585-TRINITY_DN7479_c0_g2_i1,MMETSP1459-doi:10.5281/zenodo.1212585-TRINITY_DN5046_c3_g1_i1,MMETSP0325-doi:10.5281/zenodo.1212585-TRINITY_DN17013_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9002_c0_g1_i10,MMETSP0042-doi:10.5281/zenodo.1212585-TRINITY_DN13503_c2_g1_i1,MMETSP0936-doi:10.5281/zenodo.1212585-TRINITY_DN2632_c0_g2_i1,MMETSP0059-doi:10.5281/zenodo.1212585-TRINITY_DN20285_c1_g1_i1
,,,,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN14613_c0_g1_i1,MMETSP1387-doi:10.5281/zenodo.1212585-TRINITY_DN3468_c1_g1_i8,NC_078622,NC_076964,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN13514_c1_g1_i1,MMETSP1404-doi:10.5281/zenodo.1212585-TRINITY_DN4729_c9_g1_i6,MMETSP1047-doi:10.5281/zenodo.1212585-TRINITY_DN29957_c5_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9186_c1_g1_i2,MMETSP0929-doi:10.5281/zenodo.1212585-TRINITY_DN2380_c1_g1_i1,MMETSP1110-doi:10.5281/zenodo.1212585-TRINITY_DN10798_c0_g1_i1,MMETSP0936-doi:10.5281/zenodo.1212585-TRINITY_DN2890_c5_g1_i1,MMETSP1050-doi:10.5281/zenodo.1212585-TRINITY_DN11933_c0_g1_i1,MMETSP1386-doi:10.5281/zenodo.1212585-TRINITY_DN2887_c0_g2_i1,MMETSP1166-doi:10.5281/zenodo.1212585-TRINITY_DN7661_c0_g1_i10,MMETSP1042-doi:10.5281/zenodo.1212585-TRINITY_DN5152_c0_g1_i1,MMETSP0882-doi:10.5281/zenodo.1212585-TRINITY_DN12286_c2_g1_i15
